"timesstamp,brightness,motion_pixels,mode,fps"
2026-01-10 06: 28: 16,112.63,0,DAY,5.84
2026-01-10 06: 28: 16,112.68,0,DAY,4.38
2026-01-10 06: 28: 16,112.76,0,DAY,4.3
2026-01-10 06: 28: 16,112.79,0,DAY,4.87
2026-01-10 06: 28: 17,112.81,0,DAY,3.59
2026-01-10 06: 28: 17,112.93,0,DAY,4.94
2026-01-10 06: 28: 17,112.93,0,DAY,3.76
2026-01-10 06: 28: 17,113.02,0,DAY,2.97
2026-01-10 06: 28: 18,113.08,0,DAY,4.73
2026-01-10 06: 28: 18,113.12,0,DAY,4.97
2026-01-10 06: 28: 18,113.19,0,DAY,8.29
2026-01-10 06: 28: 18,113.21,0,DAY,3.33
2026-01-10 06: 28: 18,113.31,0,DAY,7.8
2026-01-10 06: 28: 19,113.3,0,DAY,4.73
2026-01-10 06: 28: 19,113.35,0,DAY,2.99
2026-01-10 06: 28: 19,113.45,0,DAY,4.45
2026-01-10 06: 28: 19,113.47,0,DAY,4.76
2026-01-10 06: 28: 20,113.54,0,DAY,4.48
2026-01-10 06: 28: 20,113.6,0,DAY,4.76
2026-01-10 06: 28: 20,113.64,0,DAY,7.29
2026-01-10 06: 28: 20,113.69,0,DAY,3.05
2026-01-10 06: 28: 20,113.72,0,DAY,3.51
2026-01-10 06: 28: 21,113.8,0,DAY,5.31
2026-01-10 06: 28: 21,113.87,0,DAY,4.36
2026-01-10 06: 28: 21,113.89,0,DAY,4.09
2026-01-10 06: 28: 21,113.95,0,DAY,5.84
2026-01-10 06: 28: 22,113.99,0,DAY,4.51
2026-01-10 06: 28: 22,114.06,0,DAY,2.88
2026-01-10 06: 28: 22,114.13,0,DAY,3.78
2026-01-10 06: 28: 22,114.23,0,DAY,4.55
2026-01-10 06: 28: 23,114.27,0,DAY,4.32
2026-01-10 06: 28: 24,114.33,0,DAY,0.63
2026-01-10 06: 28: 25,114.53,0,DAY,1.56
2026-01-10 06: 28: 25,114.76,0,DAY,2.33
2026-01-10 06: 28: 26,114.97,0,DAY,2.6
2026-01-10 06: 28: 26,115.04,0,DAY,3.39
2026-01-10 06: 28: 26,115.13,0,DAY,2.59
2026-01-10 06: 28: 27,115.22,0,DAY,4.48
2026-01-10 06: 28: 27,115.26,0,DAY,4.29
2026-01-10 06: 28: 27,115.35,0,DAY,2.91
2026-01-10 06: 28: 27,115.4,0,DAY,4.3
2026-01-10 06: 28: 28,115.47,0,DAY,4.08
2026-01-10 06: 28: 28,112.99,0,DAY,4.54
2026-01-10 06: 28: 28,112.56,0,DAY,4.59
2026-01-10 06: 28: 28,112.62,0,DAY,4.73
2026-01-10 06: 28: 29,112.62,0,DAY,3.03
2026-01-10 06: 28: 29,112.76,0,DAY,3.45
2026-01-10 06: 28: 29,112.83,0,DAY,4.91
2026-01-10 06: 28: 29,112.87,0,DAY,4.54
2026-01-10 06: 28: 29,112.95,0,DAY,5.12
2026-01-10 06: 28: 30,112.97,0,DAY,8.52
2026-01-10 06: 28: 30,113.03,0,DAY,5.07
2026-01-10 06: 28: 30,113.05,0,DAY,2.72
2026-01-10 06: 28: 30,113.14,0,DAY,3.31
2026-01-10 06: 28: 31,113.22,0,DAY,3.76
2026-01-10 06: 28: 31,113.28,0,DAY,1.99
2026-01-10 06: 28: 32,113.39,0,DAY,2.58
2026-01-10 06: 28: 32,113.47,0,DAY,6.88
2026-01-10 06: 28: 32,113.56,0,DAY,3.05
2026-01-10 06: 28: 32,113.6,0,DAY,3.88
2026-01-10 06: 28: 33,113.66,0,DAY,4.82
2026-01-10 06: 28: 33,113.72,0,DAY,4.8
2026-01-10 06: 28: 33,113.78,0,DAY,4.34
2026-01-10 06: 28: 33,113.81,0,DAY,4.54
2026-01-10 06: 28: 33,113.88,0,DAY,4.97
2026-01-10 06: 28: 34,113.91,0,DAY,4.34
2026-01-10 06: 28: 34,113.97,0,DAY,4.03
2026-01-10 06: 28: 34,114.02,0,DAY,5.04
2026-01-10 06: 28: 34,114.05,0,DAY,5.4
2026-01-10 06: 28: 35,114.13,0,DAY,4.44
2026-01-10 06: 28: 35,114.18,0,DAY,4.82
2026-01-10 06: 28: 35,114.2,0,DAY,4.99
2026-01-10 06: 28: 35,114.28,0,DAY,4.84
2026-01-10 06: 28: 35,114.28,0,DAY,4.05
2026-01-10 06: 28: 36,114.33,0,DAY,4.58
2026-01-10 06: 28: 36,114.45,0,DAY,4.67
2026-01-10 06: 28: 36,114.45,0,DAY,3.75
2026-01-10 06: 28: 36,114.55,0,DAY,5.4
2026-01-10 06: 28: 36,114.56,0,DAY,4.97
2026-01-10 06: 28: 37,114.62,0,DAY,4.04
2026-01-10 06: 28: 37,114.69,0,DAY,4.63
2026-01-10 06: 28: 37,114.74,0,DAY,4.88
2026-01-10 06: 28: 37,114.78,0,DAY,4.67
2026-01-10 06: 28: 38,114.82,0,DAY,4.23
2026-01-10 06: 28: 38,114.89,0,DAY,4.75
2026-01-10 06: 28: 38,114.96,0,DAY,4.83
2026-01-10 06: 28: 38,115.02,0,DAY,5.02
2026-01-10 06: 28: 39,115.04,0,DAY,2.1
2026-01-10 06: 28: 39,115.15,0,DAY,1.54
2026-01-10 06: 28: 40,115.32,0,DAY,1.61
2026-01-10 06: 28: 41,115.42,0,DAY,1.58
2026-01-10 06: 28: 41,115.6,0,DAY,2.69
2026-01-10 06: 28: 41,115.68,0,DAY,2.07
2026-01-10 06: 28: 42,115.82,33,DAY,4.31
2026-01-10 06: 28: 42,115.89,0,DAY,3.53
2026-01-10 06: 28: 42,115.95,0,DAY,3.07
2026-01-10 06: 28: 43,116.0,0,DAY,3.89
2026-01-10 06: 28: 43,114.21,0,DAY,5.09
2026-01-10 06: 28: 43,112.31,0,DAY,4.53
2026-01-10 06: 28: 43,112.29,0,DAY,4.27
2026-01-10 06: 28: 43,112.29,0,DAY,3.77
2026-01-10 06: 28: 44,112.38,0,DAY,4.48
2026-01-10 06: 28: 44,112.37,0,DAY,5.46
2026-01-10 06: 28: 44,112.47,0,DAY,3.84
2026-01-10 06: 28: 44,112.54,0,DAY,3.32
2026-01-10 06: 28: 45,112.58,0,DAY,1.41
2026-01-10 06: 28: 45,112.76,0,DAY,4.0
2026-01-10 06: 28: 46,112.81,0,DAY,4.8
2026-01-10 06: 28: 46,112.85,0,DAY,4.77
2026-01-10 06: 28: 46,112.87,0,DAY,4.7
2026-01-10 06: 28: 46,112.93,0,DAY,3.83
2026-01-10 06: 28: 46,113.0,0,DAY,5.83
2026-01-10 06: 28: 47,113.01,0,DAY,4.28
2026-01-10 06: 28: 47,113.05,0,DAY,5.23
2026-01-10 06: 28: 47,113.08,0,DAY,4.36
2026-01-10 06: 28: 47,113.14,0,DAY,5.2
2026-01-10 06: 28: 48,113.15,0,DAY,4.34
2026-01-10 06: 28: 48,113.19,0,DAY,2.83
2026-01-10 06: 28: 48,113.23,0,DAY,4.38
2026-01-10 06: 28: 48,113.27,0,DAY,4.23
2026-01-10 06: 28: 49,113.3,0,DAY,5.46
2026-01-10 06: 28: 49,113.34,0,DAY,8.15
2026-01-10 06: 28: 49,113.37,0,DAY,3.44
2026-01-10 06: 28: 49,113.31,0,DAY,6.53
2026-01-10 06: 28: 49,113.1,0,DAY,3.12
2026-01-10 06: 28: 50,91.51,29538,DAY,10.45
2026-01-10 06: 28: 50,97.28,15598,DAY,4.6
2026-01-10 06: 28: 50,93.47,24018,DAY,6.26
2026-01-10 06: 28: 50,104.16,39357,DAY,3.74
2026-01-10 06: 28: 50,101.39,24711,DAY,4.85
2026-01-10 06: 28: 51,103.12,22621,DAY,4.69
2026-01-10 06: 28: 51,107.13,25468,DAY,5.4
2026-01-10 06: 28: 51,109.84,16478,DAY,4.92
2026-01-10 06: 28: 51,107.68,25128,DAY,4.99
2026-01-10 06: 28: 51,107.0,15439,DAY,4.76
2026-01-10 06: 28: 52,104.8,23798,DAY,3.76
2026-01-10 06: 28: 52,105.99,34601,DAY,2.96
2026-01-10 06: 28: 52,112.14,25779,DAY,6.28
2026-01-10 06: 28: 52,114.41,10159,DAY,5.12
2026-01-10 06: 28: 53,107.32,7449,DAY,5.04
2026-01-10 06: 28: 53,105.93,7811,DAY,4.4
2026-01-10 06: 28: 53,106.08,3070,DAY,3.82
2026-01-10 06: 28: 53,106.03,2366,DAY,3.95
2026-01-10 06: 28: 53,105.17,4043,DAY,7.34
2026-01-10 06: 28: 54,104.13,3929,DAY,3.16
2026-01-10 06: 28: 54,101.02,12683,DAY,3.71
2026-01-10 06: 28: 54,99.39,9005,DAY,3.49
2026-01-10 06: 28: 54,98.27,6582,DAY,4.72
2026-01-10 06: 28: 55,97.78,3567,DAY,5.27
2026-01-10 06: 28: 55,97.51,2551,DAY,4.2
2026-01-10 06: 28: 55,100.86,3062,DAY,5.8
2026-01-10 06: 28: 55,107.18,3744,DAY,4.69
2026-01-10 06: 28: 56,104.43,11063,DAY,4.79
2026-01-10 06: 28: 56,100.51,16956,DAY,3.66
2026-01-10 06: 28: 56,97.94,23856,DAY,4.65
2026-01-10 06: 28: 56,94.05,36971,DAY,5.36
2026-01-10 06: 28: 56,95.17,36159,DAY,5.52
2026-01-10 06: 28: 57,105.74,46629,DAY,4.67
2026-01-10 06: 28: 57,107.7,31632,DAY,4.27
2026-01-10 06: 28: 57,106.06,30528,DAY,3.64
2026-01-10 06: 28: 57,95.12,55619,DAY,2.61
2026-01-10 06: 28: 58,99.88,42015,DAY,4.64
2026-01-10 06: 28: 58,121.93,32113,DAY,4.33
2026-01-10 06: 28: 58,123.58,2844,DAY,4.67
2026-01-10 06: 28: 58,106.81,12605,DAY,4.57
2026-01-10 06: 28: 59,106.91,0,DAY,4.44
2026-01-10 06: 28: 59,107.1,0,DAY,5.1
2026-01-10 06: 28: 59,107.2,0,DAY,4.27
2026-01-10 06: 28: 59,107.23,0,DAY,5.64
2026-01-10 06: 28: 59,107.26,0,DAY,4.36
2026-01-10 06: 29: 00,107.32,0,DAY,3.33
2026-01-10 06: 29: 00,107.41,0,DAY,2.55
2026-01-10 06: 29: 00,107.45,0,DAY,4.28
2026-01-10 06: 29: 01,107.5,0,DAY,4.85
2026-01-10 06: 29: 01,107.53,0,DAY,3.3
2026-01-10 06: 29: 01,107.59,0,DAY,7.45
2026-01-10 06: 29: 01,107.63,0,DAY,2.37
2026-01-10 06: 29: 03,107.66,0,DAY,0.64
2026-01-10 06: 29: 03,107.89,0,DAY,1.95
2026-01-10 06: 29: 04,108.23,0,DAY,2.21
2026-01-10 06: 29: 04,108.43,0,DAY,3.3
2026-01-10 06: 29: 04,108.47,0,DAY,5.15
2026-01-10 06: 29: 05,108.51,0,DAY,4.9
2026-01-10 06: 29: 05,108.58,0,DAY,4.58
2026-01-10 06: 29: 05,108.62,0,DAY,4.79
2026-01-10 06: 29: 05,108.66,0,DAY,4.2
2026-01-10 06: 29: 06,108.73,0,DAY,4.36
2026-01-10 06: 29: 06,108.79,0,DAY,3.18
2026-01-10 06: 29: 06,108.86,0,DAY,8.12
2026-01-10 06: 29: 06,108.88,0,DAY,2.9
2026-01-10 06: 29: 07,108.97,0,DAY,4.02
2026-01-10 06: 29: 07,109.03,0,DAY,4.56
2026-01-10 06: 29: 07,109.1,0,DAY,4.18
2026-01-10 06: 29: 07,109.13,0,DAY,4.32
2026-01-10 06: 29: 08,109.17,0,DAY,3.09
2026-01-10 06: 29: 08,109.25,0,DAY,8.57
2026-01-10 06: 29: 08,109.29,0,DAY,2.77
2026-01-10 06: 29: 08,109.36,0,DAY,4.06
2026-01-10 06: 29: 09,109.41,0,DAY,3.88
2026-01-10 06: 29: 09,109.47,0,DAY,5.1
2026-01-10 06: 29: 09,109.52,0,DAY,4.64
2026-01-10 06: 29: 09,109.59,0,DAY,4.57
2026-01-10 06: 29: 09,109.64,0,DAY,4.59
2026-01-10 06: 29: 10,109.68,0,DAY,4.65
2026-01-10 06: 29: 10,109.72,0,DAY,4.76
2026-01-10 06: 29: 10,109.78,0,DAY,3.92
2026-01-10 06: 29: 10,109.85,0,DAY,5.17
2026-01-10 06: 29: 10,109.85,0,DAY,5.31
2026-01-10 06: 29: 11,109.94,0,DAY,3.97
2026-01-10 06: 29: 11,109.95,0,DAY,3.97
2026-01-10 06: 29: 11,110.04,0,DAY,5.72
2026-01-10 06: 29: 11,110.06,0,DAY,4.02
2026-01-10 06: 29: 12,110.16,0,DAY,3.2
2026-01-10 06: 29: 12,110.2,0,DAY,4.1
2026-01-10 06: 29: 12,110.26,0,DAY,3.77
2026-01-10 06: 29: 12,110.33,0,DAY,4.38
2026-01-10 06: 29: 13,110.36,0,DAY,4.89
2026-01-10 06: 29: 13,110.42,0,DAY,5.12
2026-01-10 06: 29: 13,110.47,0,DAY,4.11
2026-01-10 06: 29: 13,110.53,0,DAY,2.53
2026-01-10 06: 29: 14,110.6,0,DAY,4.33
2026-01-10 06: 29: 14,110.63,0,DAY,2.05
2026-01-10 06: 29: 15,110.78,0,DAY,3.23
2026-01-10 06: 29: 15,110.85,0,DAY,3.98
2026-01-10 06: 29: 15,110.87,0,DAY,4.87
2026-01-10 06: 29: 15,110.92,0,DAY,4.36
2026-01-10 06: 29: 15,111.01,0,DAY,4.1
2026-01-10 06: 29: 16,111.03,0,DAY,4.85
2026-01-10 06: 29: 16,111.08,0,DAY,3.87
2026-01-10 06: 29: 16,111.16,0,DAY,3.02
2026-01-10 06: 29: 16,111.19,0,DAY,9.21
2026-01-10 06: 29: 17,111.24,0,DAY,5.04
2026-01-10 06: 29: 17,111.28,0,DAY,5.8
2026-01-10 06: 29: 17,111.34,0,DAY,4.75
2026-01-10 06: 29: 17,111.39,0,DAY,5.96
2026-01-10 06: 29: 17,111.4,0,DAY,9.56
2026-01-10 06: 29: 17,111.46,0,DAY,4.48
2026-01-10 06: 29: 18,111.49,0,DAY,4.19
2026-01-10 06: 29: 18,111.54,0,DAY,6.28
2026-01-10 06: 29: 18,111.58,0,DAY,5.71
2026-01-10 06: 29: 18,111.62,0,DAY,9.56
2026-01-10 06: 29: 18,111.67,0,DAY,6.38
2026-01-10 06: 29: 18,111.7,0,DAY,5.61
2026-01-10 06: 29: 19,111.72,0,DAY,4.99
2026-01-10 06: 29: 19,111.76,0,DAY,4.92
2026-01-10 06: 29: 20,111.8,0,DAY,1.51
2026-01-10 06: 29: 20,111.94,0,DAY,3.38
2026-01-10 06: 29: 20,112.02,0,DAY,4.06
2026-01-10 06: 29: 20,112.07,0,DAY,2.53
2026-01-10 06: 29: 21,112.17,0,DAY,2.62
2026-01-10 06: 29: 21,112.27,0,DAY,1.86
2026-01-10 06: 29: 22,112.36,0,DAY,1.84
2026-01-10 06: 29: 22,112.5,0,DAY,4.0
2026-01-10 06: 29: 23,112.55,0,DAY,2.14
2026-01-10 06: 29: 23,112.68,0,DAY,2.32
2026-01-10 06: 29: 23,112.74,0,DAY,4.09
2026-01-10 06: 29: 24,112.82,0,DAY,3.83
2026-01-10 06: 29: 24,112.87,0,DAY,2.54
2026-01-10 06: 29: 24,112.97,0,DAY,4.71
2026-01-10 06: 29: 24,113.02,0,DAY,4.4
2026-01-10 06: 29: 25,113.08,0,DAY,4.23
2026-01-10 06: 29: 25,113.11,0,DAY,6.28
2026-01-10 06: 29: 25,113.15,0,DAY,5.22
2026-01-10 06: 29: 25,113.2,0,DAY,6.0
2026-01-10 06: 29: 25,113.21,0,DAY,9.08
2026-01-10 06: 29: 26,113.24,0,DAY,3.3
2026-01-10 06: 29: 26,113.33,0,DAY,6.78
2026-01-10 06: 29: 26,113.35,0,DAY,5.52
2026-01-10 06: 29: 26,113.4,0,DAY,4.34
2026-01-10 06: 29: 26,113.42,0,DAY,5.95
2026-01-10 06: 29: 26,113.46,0,DAY,6.19
2026-01-10 06: 29: 27,113.52,0,DAY,10.35
2026-01-10 06: 29: 27,113.52,0,DAY,4.67
2026-01-10 06: 29: 27,113.59,0,DAY,5.52
2026-01-10 06: 29: 27,113.62,0,DAY,4.76
2026-01-10 06: 29: 27,113.66,0,DAY,5.71
2026-01-10 06: 29: 28,113.71,0,DAY,5.23
2026-01-10 06: 29: 28,113.76,0,DAY,8.36
2026-01-10 06: 29: 28,113.78,0,DAY,5.67
2026-01-10 06: 29: 28,113.82,0,DAY,5.61
2026-01-10 06: 29: 28,113.83,0,DAY,6.04
2026-01-10 06: 29: 28,113.9,0,DAY,8.68
2026-01-10 06: 29: 28,113.91,0,DAY,6.73
2026-01-10 06: 29: 29,113.96,0,DAY,4.4
2026-01-10 06: 29: 29,114.01,0,DAY,4.99
2026-01-10 06: 29: 29,114.04,0,DAY,5.64
2026-01-10 06: 29: 29,114.1,0,DAY,8.22
2026-01-10 06: 29: 29,114.14,0,DAY,4.2
2026-01-10 06: 29: 29,114.19,0,DAY,8.43
2026-01-10 06: 29: 30,114.2,0,DAY,6.38
2026-01-10 06: 29: 30,114.23,0,DAY,9.47
2026-01-10 06: 29: 30,114.26,0,DAY,5.4
2026-01-10 06: 29: 30,114.31,0,DAY,5.34
2026-01-10 06: 29: 30,114.34,0,DAY,7.27
2026-01-10 06: 29: 30,114.4,0,DAY,6.05
2026-01-10 06: 29: 31,114.42,0,DAY,5.84
2026-01-10 06: 29: 31,114.46,0,DAY,5.45
2026-01-10 06: 29: 31,114.5,0,DAY,4.68
2026-01-10 06: 29: 31,114.54,0,DAY,2.34
2026-01-10 06: 29: 32,114.64,0,DAY,4.11
2026-01-10 06: 29: 32,114.73,0,DAY,4.0
2026-01-10 06: 29: 32,114.78,0,DAY,4.78
2026-01-10 06: 29: 32,114.78,0,DAY,4.4
2026-01-10 06: 29: 33,114.87,0,DAY,4.44
2026-01-10 06: 29: 33,114.9,0,DAY,5.49
2026-01-10 06: 29: 33,114.95,0,DAY,4.32
2026-01-10 06: 29: 33,115.02,0,DAY,5.43
2026-01-10 06: 29: 33,115.05,0,DAY,5.87
2026-01-10 06: 29: 33,115.07,0,DAY,9.04
2026-01-10 06: 29: 34,115.1,0,DAY,4.48
2026-01-10 06: 29: 34,115.15,0,DAY,4.85
2026-01-10 06: 29: 34,115.21,0,DAY,4.76
2026-01-10 06: 29: 34,115.26,0,DAY,5.07
2026-01-10 06: 29: 35,115.29,0,DAY,4.8
2026-01-10 06: 29: 35,115.33,0,DAY,5.34
2026-01-10 06: 29: 35,115.41,0,DAY,4.84
2026-01-10 06: 29: 35,115.45,0,DAY,4.0
2026-01-10 06: 29: 35,115.51,0,DAY,6.42
2026-01-10 06: 29: 35,115.55,0,DAY,8.53
2026-01-10 06: 29: 36,115.57,0,DAY,6.04
2026-01-10 06: 29: 36,115.6,0,DAY,4.97
2026-01-10 06: 29: 36,115.66,0,DAY,5.67
2026-01-10 06: 29: 36,115.69,0,DAY,7.6
2026-01-10 06: 29: 36,115.76,0,DAY,6.89
2026-01-10 06: 29: 36,115.74,0,DAY,4.95
2026-01-10 06: 29: 37,115.79,0,DAY,5.64
2026-01-10 06: 29: 37,115.87,0,DAY,5.39
2026-01-10 06: 29: 37,115.87,0,DAY,11.26
2026-01-10 06: 29: 37,115.9,0,DAY,4.43
2026-01-10 06: 29: 37,115.94,0,DAY,4.42
2026-01-10 06: 29: 38,116.0,0,DAY,4.6
2026-01-10 06: 29: 38,116.04,0,DAY,4.66
2026-01-10 06: 29: 38,116.12,0,DAY,4.94
2026-01-10 06: 29: 38,116.13,0,DAY,4.85
2026-01-10 06: 29: 38,116.21,0,DAY,4.42
2026-01-10 06: 29: 39,116.22,0,DAY,4.16
2026-01-10 06: 29: 39,116.3,0,DAY,5.26
2026-01-10 06: 29: 39,116.36,0,DAY,4.4
2026-01-10 06: 29: 41,116.39,0,DAY,0.68
2026-01-10 06: 29: 41,116.54,0,DAY,1.44
2026-01-10 06: 29: 42,116.76,0,DAY,2.45
2026-01-10 06: 29: 42,116.96,0,DAY,2.47
2026-01-10 06: 29: 42,117.07,0,DAY,3.43
2026-01-10 06: 29: 43,117.13,0,DAY,4.75
2026-01-10 06: 29: 43,117.18,0,DAY,2.61
2026-01-10 06: 29: 43,117.23,0,DAY,4.27
2026-01-10 06: 29: 43,117.31,0,DAY,4.39
2026-01-10 06: 29: 44,117.36,0,DAY,4.8
2026-01-10 06: 29: 44,117.44,0,DAY,4.95
2026-01-10 06: 29: 44,117.45,0,DAY,4.97
2026-01-10 06: 29: 44,117.48,0,DAY,5.94
2026-01-10 06: 29: 44,117.55,0,DAY,10.14
2026-01-10 06: 29: 44,117.56,0,DAY,4.71
2026-01-10 06: 29: 45,117.6,0,DAY,5.4
2026-01-10 06: 29: 45,117.64,0,DAY,5.02
2026-01-10 06: 29: 45,117.69,0,DAY,4.37
2026-01-10 06: 29: 45,117.74,0,DAY,5.43
2026-01-10 06: 29: 45,117.78,0,DAY,6.55
2026-01-10 06: 29: 46,117.81,0,DAY,8.05
2026-01-10 06: 29: 46,117.86,0,DAY,4.99
2026-01-10 06: 29: 46,117.9,0,DAY,5.52
2026-01-10 06: 29: 46,117.92,0,DAY,4.45
2026-01-10 06: 29: 46,117.99,0,DAY,4.94
2026-01-10 06: 29: 47,118.03,0,DAY,5.22
2026-01-10 06: 29: 47,118.08,0,DAY,7.45
2026-01-10 06: 29: 47,118.11,0,DAY,6.26
2026-01-10 06: 29: 47,118.13,0,DAY,4.74
2026-01-10 06: 29: 47,118.17,0,DAY,5.26
2026-01-10 06: 29: 47,118.24,0,DAY,4.6
2026-01-10 06: 29: 48,118.26,0,DAY,4.2
2026-01-10 06: 29: 48,118.3,0,DAY,4.13
2026-01-10 06: 29: 48,116.64,0,DAY,5.67
2026-01-10 06: 29: 48,113.97,0,DAY,5.81
2026-01-10 06: 29: 48,114.25,0,DAY,10.04
2026-01-10 06: 29: 49,114.35,0,DAY,5.64
2026-01-10 06: 29: 49,114.37,0,DAY,5.42
2026-01-10 06: 29: 49,114.37,0,DAY,5.48
2026-01-10 06: 29: 49,114.37,0,DAY,4.6
2026-01-10 06: 29: 49,114.48,0,DAY,7.56
2026-01-10 06: 29: 49,114.43,0,DAY,6.41
2026-01-10 06: 29: 50,114.43,0,DAY,5.52
2026-01-10 06: 29: 50,114.47,0,DAY,4.63
2026-01-10 06: 29: 50,114.55,0,DAY,6.4
2026-01-10 06: 29: 50,114.57,0,DAY,8.87
2026-01-10 06: 29: 50,114.6,0,DAY,5.17
2026-01-10 06: 29: 51,114.6,0,DAY,4.1
2026-01-10 06: 29: 51,114.66,0,DAY,5.26
2026-01-10 06: 29: 51,114.73,0,DAY,6.84
2026-01-10 06: 29: 51,114.76,0,DAY,9.04
2026-01-10 06: 29: 51,114.8,0,DAY,4.76
2026-01-10 06: 29: 51,114.83,0,DAY,6.62
2026-01-10 06: 29: 52,114.87,0,DAY,3.52
2026-01-10 06: 29: 52,114.94,0,DAY,1.88
2026-01-10 06: 29: 52,115.04,0,DAY,3.83
2026-01-10 06: 29: 53,115.11,0,DAY,4.39
2026-01-10 06: 29: 53,115.17,0,DAY,5.07
2026-01-10 06: 29: 53,115.2,0,DAY,3.91
2026-01-10 06: 29: 53,115.25,0,DAY,4.56
2026-01-10 06: 29: 54,115.29,0,DAY,5.28
2026-01-10 06: 29: 54,115.36,0,DAY,5.07
2026-01-10 06: 29: 54,115.41,0,DAY,10.57
2026-01-10 06: 29: 54,115.39,0,DAY,6.2
2026-01-10 06: 29: 54,115.45,0,DAY,4.92
2026-01-10 06: 29: 54,115.49,0,DAY,4.25
2026-01-10 06: 29: 55,115.54,0,DAY,4.26
2026-01-10 06: 29: 55,115.6,0,DAY,5.66
2026-01-10 06: 29: 55,115.65,0,DAY,5.58
2026-01-10 06: 29: 55,115.66,0,DAY,4.48
2026-01-10 06: 29: 55,115.72,0,DAY,4.92
2026-01-10 06: 29: 56,115.78,0,DAY,1.83
2026-01-10 06: 29: 57,115.87,0,DAY,1.79
2026-01-10 06: 29: 57,116.01,0,DAY,4.13
2026-01-10 06: 29: 57,116.05,0,DAY,4.23
2026-01-10 06: 29: 57,116.14,0,DAY,3.8
2026-01-10 06: 29: 58,116.19,0,DAY,4.56
2026-01-10 06: 29: 58,116.23,0,DAY,4.94
2026-01-10 06: 29: 58,116.27,0,DAY,3.08
2026-01-10 06: 29: 58,116.35,0,DAY,3.5
2026-01-10 06: 29: 59,116.41,0,DAY,5.37
2026-01-10 06: 29: 59,116.44,0,DAY,4.92
2026-01-10 06: 29: 59,116.5,0,DAY,4.81
2026-01-10 06: 29: 59,116.52,0,DAY,6.24
2026-01-10 06: 29: 59,116.56,0,DAY,6.51
2026-01-10 06: 29: 59,116.62,0,DAY,6.28
2026-01-10 06: 30: 00,116.62,0,DAY,3.86
2026-01-10 06: 30: 00,116.68,0,DAY,5.39
2026-01-10 06: 30: 00,116.74,0,DAY,4.54
2026-01-10 06: 30: 00,116.78,0,DAY,5.77
2026-01-10 06: 30: 00,116.82,0,DAY,5.07
2026-01-10 06: 30: 01,116.86,0,DAY,11.23
2026-01-10 06: 30: 01,116.88,0,DAY,6.44
2026-01-10 06: 30: 01,116.93,0,DAY,5.11
2026-01-10 06: 30: 01,116.95,0,DAY,4.62
2026-01-10 06: 30: 01,117.02,0,DAY,4.5
2026-01-10 06: 30: 02,117.07,0,DAY,4.37
2026-01-10 06: 30: 02,117.11,0,DAY,8.22
2026-01-10 06: 30: 02,117.15,0,DAY,7.16
2026-01-10 06: 30: 02,117.18,0,DAY,6.61
2026-01-10 06: 30: 02,117.2,0,DAY,4.85
2026-01-10 06: 30: 02,117.25,0,DAY,4.0
2026-01-10 06: 30: 03,117.3,0,DAY,4.97
2026-01-10 06: 30: 03,117.36,0,DAY,4.89
2026-01-10 06: 30: 03,117.39,0,DAY,8.04
2026-01-10 06: 30: 03,117.42,0,DAY,3.35
2026-01-10 06: 30: 03,117.49,0,DAY,10.14
2026-01-10 06: 30: 04,117.5,0,DAY,4.06
2026-01-10 06: 30: 04,117.57,0,DAY,5.67
2026-01-10 06: 30: 04,117.61,0,DAY,5.68
2026-01-10 06: 30: 04,117.66,0,DAY,5.44
2026-01-10 06: 30: 04,117.69,0,DAY,9.12
2026-01-10 06: 30: 04,117.73,0,DAY,5.31
2026-01-10 06: 30: 05,117.77,0,DAY,5.67
2026-01-10 06: 30: 05,117.79,0,DAY,6.02
2026-01-10 06: 30: 05,117.84,0,DAY,8.57
2026-01-10 06: 30: 05,117.9,0,DAY,2.79
2026-01-10 06: 30: 05,117.95,0,DAY,4.39
2026-01-10 06: 30: 06,117.99,0,DAY,6.19
2026-01-10 06: 30: 06,118.01,0,DAY,11.41
2026-01-10 06: 30: 06,118.05,0,DAY,5.28
2026-01-10 06: 30: 06,118.07,0,DAY,5.23
2026-01-10 06: 30: 06,118.12,0,DAY,5.4
2026-01-10 06: 30: 06,118.15,0,DAY,9.65
2026-01-10 06: 30: 07,118.15,0,DAY,4.44
2026-01-10 06: 30: 07,118.2,0,DAY,5.37
2026-01-10 06: 30: 07,118.23,0,DAY,4.89
2026-01-10 06: 30: 07,118.25,0,DAY,3.97
2026-01-10 06: 30: 07,118.27,0,DAY,5.96
2026-01-10 06: 30: 08,118.28,0,DAY,5.81
2026-01-10 06: 30: 08,118.28,0,DAY,4.87
2026-01-10 06: 30: 08,118.31,0,DAY,3.92
2026-01-10 06: 30: 08,118.34,0,DAY,5.39
2026-01-10 06: 30: 08,118.41,0,DAY,4.92
2026-01-10 06: 30: 09,118.51,0,DAY,8.6
2026-01-10 06: 30: 09,118.51,0,DAY,6.43
2026-01-10 06: 30: 09,118.54,0,DAY,4.75
2026-01-10 06: 30: 09,118.54,0,DAY,4.86
2026-01-10 06: 30: 09,116.81,5364,DAY,4.05
2026-01-10 06: 30: 10,111.96,13181,DAY,5.77
2026-01-10 06: 30: 10,105.55,27150,DAY,5.61
2026-01-10 06: 30: 10,105.23,20441,DAY,9.38
